id,text
mana_rift_a1_act,"Funnel the flow"
mana_rift_a1_win,"You shape the rift into a clean current — slots and charges refill!"
mana_rift_a1_lose,"The weave snaps back, scrambling your thoughts."
mana_rift_a2_act,"Bask in the tear"
mana_rift_a2_win,"The party drinks deep — every spell and ability brims full!"
mana_rift_a2_lose,"Raw magic sears your minds."
warding_seal,"A defensive ward-cluster glows on a door. Re-keying it to your side would shield the party — botching it curses."
warding_seal_a0_act,"Recite the old litany"
warding_seal_a0_win,"The ward recognizes the rite and hums to life around you."
warding_seal_a0_lose,"The litany is half-forgotten — the ward stays cold."
warding_seal_a1_act,"Re-key the runes"
warding_seal_a1_win,"You retune the sigils — a shimmering shield wraps the party."
warding_seal_a1_lose,"The runes invert — a curse bleeds out!"
warding_seal_a2_act,"Overload the ward"
warding_seal_a2_win,"The ward flares brilliant and coats everyone in arcane armor!"
warding_seal_a2_lose,"The ward detonates, cursing all who stand near."
forbidden_tome,"A chained grimoire whispers from a lectern. The lore within is potent — and corrosive to the unprepared mind."
forbidden_tome_a0_act,"Skim the margins"
forbidden_tome_a0_win,"You glean a fragment of safe, useful lore."
forbidden_tome_a0_lose,"The margins are gibberish."
forbidden_tome_a1_act,"Read a chapter aloud"
forbidden_tome_a1_win,"Power thrums through you — experience burns itself into memory."
forbidden_tome_a1_lose,"The words writhe — your stomach turns."
forbidden_tome_a2_act,"Devour the book"
forbidden_tome_a2_win,"The party absorbs the tome entire — a flood of hard-won insight!"
forbidden_tome_a2_lose,"Forbidden knowledge scourges your minds."
tactician_s_map,"A salt-rotted map shows the floor's battles. Reading the old deployments lends cunning to your own."
tactician_s_map_a0_act,"Note the chokepoints"
tactician_s_map_a0_win,"You mark the safest lanes — a useful edge."
tactician_s_map_a0_lose,"The ink has bled beyond reading."
tactician_s_map_a1_act,"Reconstruct the campaign"
tactician_s_map_a1_win,"The old general's plan clicks into place — your abilities feel refreshed."
tactician_s_map_a1_lose,"The map crumbles as you handle it."
tactician_s_map_a2_act,"Trace every battle"
tactician_s_map_a2_win,"The whole floor's history unfolds — your party fights like veterans!"
tactician_s_map_a2_lose,"You argue the tactics aloud — and loudly."
battle_standard,"A tattered banner stands in a forgotten rallying point. Raising it might stir old battle-fury."
battle_standard_a0_act,"Identify the legion"
battle_standard_a0_win,"You name the company — a small, steady pride stirs."
battle_standard_a0_lose,"The standard is too faded to identify."
battle_standard_a1_act,"Raise the pole"
battle_standard_a1_win,"The banner snaps upright — fury kindles in every chest."
battle_standard_a1_lose,"The pole rots through; it falls."
battle_standard_a2_act,"Swear the old oath"
battle_standard_a2_win,"The oath thunders out — the party is ablaze with rage!"
battle_standard_a2_lose,"The oath sits wrong on modern tongues — unease spreads."
murder_scene,"A grisly tableau — an adventurer, dead of something not quite physical. The scene has a story to tell."
murder_scene_a0_act,"Note the wounds"
murder_scene_a0_win,"The wound pattern reveals the killer — and its weakness."
murder_scene_a0_lose,"The body tells you nothing new."
murder_scene_a1_act,"Reconstruct the death"
murder_scene_a1_win,"You piece together the last moments — the boss's nature is laid bare."
murder_scene_a1_lose,"The scene was staged; you can't trust it."
pressure_runes,"Runes on the floor pulse in a weight-sensitive grid. The right path leads to a coffer; the wrong one, fire."
pressure_runes_a0_act,"Read the safe sequence"
pressure_runes_a0_win,"You decode the safe stones and step across."
pressure_runes_a0_lose,"The pattern is too dense to parse."
pressure_runes_a1_act,"Deduce the pattern"
pressure_runes_a1_win,"Logic wins — you cross and claim the coffer."
pressure_runes_a1_lose,"A wrong deduction — gouts of flame!"
pressure_runes_a2_act,"Sprint the grid"
pressure_runes_a2_win,"You crack the code on the fly — everyone skates through unburned!"
pressure_runes_a2_lose,"Half the party stands on the wrong stones."
blood_moss,"A carpet of crimson moss bleeds a thick, healing nectar — but the spores are toxic if disturbed wrong."
blood_moss_a0_act,"Press the fronds gently"
blood_moss_a0_win,"You milk a steady draught of healing nectar."
blood_moss_a0_lose,"The moss is dry here."
blood_moss_a1_act,"Harvest the right crop"
blood_moss_a1_win,"You pick only the benign heads — a potent party salve."
blood_moss_a1_lose,"You bruise the wrong heads — spores puff out."
blood_moss_a2_act,"Wring the whole carpet"
blood_moss_a2_win,"You harvest it all — enough nectar to drench the party in healing!"
blood_moss_a2_lose,"A cloud of crimson spores chokes everyone."
spirit_grove,"A ring of pale trees hums with cleansing light. Resting in it purges affliction — and steadies the spirit."
spirit_grove_a0_act,"Tend the wounded"
spirit_grove_a0_win,"A soft mend passes over the party's hurts."
spirit_grove_a0_lose,"The grove stays quiet."
spirit_grove_a1_act,"Breathe the pollen"
spirit_grove_a1_win,"Light fills every chest — poisons and curses burn away."
spirit_grove_a1_lose,"The pollen is too thin to matter."
spirit_grove_a2_act,"Invoke the grove's spirit"
spirit_grove_a2_win,"The grove blazes — every debuff scourged, the party inspired!"
spirit_grove_a2_lose,"The spirit is offended — it saps your vigor."
dedicated_offering,"An altar waits for an offering of blood or gold. A proper dedication could consecrate your blades."
dedicated_offering_a0_act,"Leave a token"
dedicated_offering_a0_win,"A faint blessing settles on your weapons."
dedicated_offering_a0_lose,"The altar rejects the token."
dedicated_offering_a1_act,"Speak the rite of edge"
dedicated_offering_a1_win,"Your blades shimmer with sacred light."
dedicated_offering_a1_lose,"The rite is mispronounced — the altar dims."
dedicated_offering_a2_act,"Anoint every blade"
dedicated_offering_a2_win,"The whole party's arms blaze with consecrated fire!"
dedicated_offering_a2_lose,"The altar finds your offering wanting — it curses you."
corrupted_font,"A once-holy font now wells with blackness. Cleansing it could purify the party — failing invites the corruption."
corrupted_font_a0_act,"Test the water"
corrupted_font_a0_win,"A careful dip reveals the cleansing was already done."
corrupted_font_a0_lose,"The blackness recoils — you leave it."
corrupted_font_a1_act,"Pronounce the exorcism"
corrupted_font_a1_win,"The blackness boils away — clear water washes the party clean."
corrupted_font_a1_lose,"The corruption surges — it stains you."
corrupted_font_a2_act,"Bathe in the font"
corrupted_font_a2_win,"You scour the font and yourselves in one rite — perfectly pure!"
corrupted_font_a2_lose,"The corruption drenches everyone."
alpha_wolf,"A wounded dire-wolf lord snarls from a pit. Dominating it could win a loyal companion for the floor."
alpha_wolf_a0_act,"Toss it food"
alpha_wolf_a0_win,"It eats, watches you warily, and trots along."
alpha_wolf_a0_lose,"It turns its nose up and limps away."
alpha_wolf_a1_act,"Hold out a hand"
alpha_wolf_a1_win,"Yellow eyes meet yours — the alpha lowers its head and joins you."
alpha_wolf_a1_lose,"It lunges; you barely pull your hand back."
alpha_wolf_a2_act,"Stare it down"
alpha_wolf_a2_win,"The whole party holds its gaze — the wolf submits, proud and loyal!"
alpha_wolf_a2_lose,"It reads your fear and leads the pack in."
stag_mount,"A great stag of strange intelligence paws at a gate. Calming it could lend its vigor to the party's stride."
stag_mount_a0_act,"Approach with grain"
stag_mount_a0_win,"It takes the grain and bows its head — a small spring in your step."
stag_mount_a0_lose,"It shies away into the dark."
stag_mount_a1_act,"Soothe the beast"
stag_mount_a1_win,"You lay hands on its flank — its vigor flows into the party."
stag_mount_a1_lose,"It bolts, clipping you with an antler."
stag_mount_a2_act,"Ride it as a mascot"
stag_mount_a2_win,"The stag accepts you all — the party moves like the wind!"
stag_mount_a2_lose,"It panics, trampling everyone in its rush."
read_the_traitor,"A captive taken in the fight sweats and stammers. Reading him right could pry loose the boss's secret."
read_the_traitor_a0_act,"Offer a deal"
read_the_traitor_a0_win,"He cracks easily — a useful crumb of intel."
read_the_traitor_a0_lose,"He clams up, suspicious of the deal."
read_the_traitor_a1_act,"Spot the lie he wants to tell"
read_the_traitor_a1_win,"You feed him the lie he's aching to tell — and learn the boss's weakness."
read_the_traitor_a1_lose,"He reads YOU instead — and grins."
gambling_den,"A back-room dice table, still felted. The crew here ran — but their pot and their marked dice remain."
gambling_den_a0_act,"Pocket the pot"
gambling_den_a0_win,"A quick palm — the house's loss is your gain."
gambling_den_a0_lose,"The pot was already emptied."
gambling_den_a1_act,"Read the marked dice"
gambling_den_a1_win,"You spot the rig and clean out what they stashed."
gambling_den_a1_lose,"You misread the rig — and pay the house back."
field_hospital,"A field surgeon's kit lies abandoned, bandages and salves still good. Tending the party now pays double."
field_hospital_a0_act,"Use the salves"
field_hospital_a0_win,"A brisk mend passes over everyone."
field_hospital_a0_lose,"The salves have gone rancid."
field_hospital_a1_act,"Proper triage"
field_hospital_a1_win,"You clean, stitch, and dose — the party is healed AND cleansed."
field_hospital_a1_lose,"The kit's poultice was tainted."
plague_corpse,"A plague-riddled corpse slumps against a sealed door. Diagnosing it reveals what — and who — lies beyond."
plague_corpse_a0_act,"Last rites and retreat"
plague_corpse_a0_win,"You note the sores' pattern as you pray — useful."
plague_corpse_a0_lose,"The rites done, you learn nothing new."
plague_corpse_a1_act,"Open the corpse"
plague_corpse_a1_win,"The plague's signature is unmistakable — the boss's nature is clear."
plague_corpse_a1_lose,"A spray of infected blood catches you."
sniper_s_nest,"An old sniper's roost overlooks the next hall. The vantage hardens you to what's coming."
sniper_s_nest_a0_act,"Check the roost"
sniper_s_nest_a0_win,"You find a serviceable vantage — a small edge."
sniper_s_nest_a0_lose,"The roost has collapsed."
sniper_s_nest_a1_act,"Read the kill-zone"
sniper_s_nest_a1_win,"You map every angle — the party steels itself, damage halved ahead."
sniper_s_nest_a1_lose,"You misread a creak — a crossbow fires!"
sniper_s_nest_a2_act,"Spot every trap on the floor"
sniper_s_nest_a2_win,"The whole floor's ambushes lay bare — the party becomes iron!"
sniper_s_nest_a2_lose,"You lean out too far — the old trap still works."
lost_map_cache,"A rolled chart peeks from a dead scout's pack. The boss's location could be yours — if you read it before the ink flees."
lost_map_cache_a0_act,"Note the landmarks"
lost_map_cache_a0_win,"You get a rough sense of the floor — useful."
lost_map_cache_a0_lose,"The landmarks have shifted."
lost_map_cache_a1_act,"Read the marching lines"
lost_map_cache_a1_win,"The chart is plain — the boss's chamber stands revealed."
lost_map_cache_a1_lose,"You fumble and tear the chart — and pay for a new copy."
hunter_s_trophies,"A rack of beast-trophies radiates a faint vigor. Donning a tooth or claw hardens the body."
hunter_s_trophies_a0_act,"Take a token"
hunter_s_trophies_a0_win,"A small,steady fortitude settles in."
hunter_s_trophies_a0_lose,"The trophies are all rotted."
hunter_s_trophies_a1_act,"Choose the right charm"
hunter_s_trophies_a1_win,"You pick a potent trophy — the party feels fortified."
hunter_s_trophies_a1_lose,"The beast's spirit objects — a spectral bite."
wyrm_track,"A scorched, claw-marked trail leads deeper. Reading it tells you exactly what waits at the bottom."
wyrm_track_a0_act,"Note the claw count"
wyrm_track_a0_win,"The track is unmistakably draconic — useful."
wyrm_track_a0_lose,"The track is too cold to read."
wyrm_track_a1_act,"Follow the scorch"
wyrm_track_a1_win,"You trace the beast — the boss's identity and weakness are clear."
wyrm_track_a1_lose,"You blunder down a side tunnel, kicking rubble."
wild_camp,"A hidden dell offers a brief, safe rest. Setting watch properly is the difference between rest and ambush."
wild_camp_a0_act,"Quick scout"
wild_camp_a0_win,"You confirm the dell is safe — a brief breather."
wild_camp_a0_lose,"You can't be sure — you push on."
wild_camp_a1_act,"Set proper watch"
wild_camp_a1_win,"A clean, short rest — abilities restored."
wild_camp_a1_lose,"Your watch fires at shadows — and wakes the wild."
wild_camp_a2_act,"Long rest in the wild"
wild_camp_a2_win,"A full, safe recovery in the enemy's blind spot!"
wild_camp_a2_lose,"Smoke and snoring carry — the whole floor stirs."
smuggler_s_toll,"A smuggler's post guards a bridge. Flashing the right sign and confidence could wave you through rich."
smuggler_s_toll_a0_act,"Read what they want"
smuggler_s_toll_a0_win,"You catch their tells and play along."
smuggler_s_toll_a0_lose,"Their game is too opaque."
smuggler_s_toll_a1_act,"Fake the password"
smuggler_s_toll_a1_win,"You bluff the countersign — they wave you through with a ""gift""."
smuggler_s_toll_a1_lose,"The bluff fails — they shout the alarm."
smuggler_s_toll_a2_act,"Rob them blind"
smuggler_s_toll_a2_win,"You play them so well they hand over the whole stash!"
smuggler_s_toll_a2_lose,"The con collapses — every post on the floor hears."
false_priest,"A naive cult tends a shrine. Donning their vestments and leading a rite could inspire your party — or draw a curse."
false_priest_a0_act,"Mutter along"
false_priest_a0_win,"A faint, steady resolve settles on the party."
false_priest_a0_lose,"The rite feels wrong — you stop."
false_priest_a1_act,"Lead the rite"
false_priest_a1_win,"You play the priest flawlessly — the party leaves inspired."
false_priest_a1_lose,"The cult senses the fraud — the rite inverts."
false_priest_a2_act,"Bless the whole party"
false_priest_a2_win,"A flawless sermon — the party walks out aflame with confidence!"
false_priest_a2_lose,"The heresy is plain — the cult curses you all."
warlord_s_tribute,"A warlord's old strongbox sits under a glaring guard-statue. Taking it by presence, not force, is the trick."
warlord_s_tribute_a0_act,"Claim a small share"
warlord_s_tribute_a0_win,"You talk your way to a token."
warlord_s_tribute_a0_lose,"The statue is unmoved."
warlord_s_tribute_a1_act,"Demand the box"
warlord_s_tribute_a1_win,"You shout the old warlord's name — the tribute is yours."
warlord_s_tribute_a1_lose,"Your voice cracks — the statue's gaze frightens you."
warlord_s_tribute_a2_act,"Claim the warlord's name"
warlord_s_tribute_a2_win,"Five voices bellow the name — the strongbox and more are yours!"
warlord_s_tribute_a2_lose,"The name does not take — dread fills the chamber."
break_the_line,"A shield-wall of old constructs blocks the way. A roaring charge could shatter their nerve before a blade is drawn."
break_the_line_a0_act,"Find the weak file"
break_the_line_a0_win,"You spot the gap — a small advantage."
break_the_line_a0_lose,"The line is solid everywhere."
break_the_line_a1_act,"Roar the charge"
break_the_line_a1_win,"Your roar cracks the line — fury carries the party through."
break_the_line_a1_lose,"They hold — and the noise echoes on."
break_the_line_a2_act,"Bellow as one"
break_the_line_a2_win,"A unified roar shatters the constructs AND every nerve on the floor — the party is berserk!"
break_the_line_a2_lose,"The constructs reform — and now the floor is awake."
bardic_contest,"A spectral bard demands a contest before you pass. Winning earns the lore of old masters; losing costs pride."
bardic_contest_a0_act,"Cite the classics"
bardic_contest_a0_win,"Your scholarship impresses — a small share of lore."
bardic_contest_a0_lose,"The bard finds you dull."
bardic_contest_a1_act,"Play a piece"
bardic_contest_a1_win,"Your tune wins — the bard gifts you a verse of hard-won experience."
bardic_contest_a1_lose,"You fumble a phrase — the bard jeers."
bardic_contest_a2_act,"A full ensemble"
bardic_contest_a2_win,"The party plays as one — the bard is moved to teach you everything!"
bardic_contest_a2_lose,"A cacophony — the bard's criticism cuts deep."
lullaby,"A music box plays an endless, drowsy tune. Harmonizing could soothe the party's hurts — or lull you senseless."
lullaby_a0_act,"Rest to the tune"
lullaby_a0_win,"A refreshing pause — minor hurts mend."
lullaby_a0_lose,"The tune is just noise."
lullaby_a1_act,"Harmonize"
lullaby_a1_win,"You weave the melody into a balm — the party heals."
lullaby_a1_lose,"You nod off mid-phrase; everyone wakes groggy."
recruit_the_guard,"A lone, weary guard eyes your coin and your cause. The right words could turn his coat — and arm."
recruit_the_guard_a0_act,"Feel out his price"
recruit_the_guard_a0_win,"You learn he's almost ready — a nudge later, he's yours."
recruit_the_guard_a0_lose,"He stays cagey."
recruit_the_guard_a1_act,"Appeal to his fatigue"
recruit_the_guard_a1_win,"He sighs, drops his pike, and joins the column."
recruit_the_guard_a1_lose,"He balks — and demands a bribe you can't refuse."
recruit_the_guard_a2_act,"Turn the whole watch"
recruit_the_guard_a2_win,"Your words sweep the watch — a squad of turncoats joins you!"
recruit_the_guard_a2_lose,"The captain overhears — and fines you for the trouble."
royal_pardon,"A wax-sealed pardon lies on a clerk's desk. Flashing it could open the sealed vault nearby — or raise the alarm."
royal_pardon_a0_act,"Verify the seal"
royal_pardon_a0_win,"The seal is genuine — you note which vault it opens."
royal_pardon_a0_lose,"The seal is too smudged to read."
royal_pardon_a1_act,"Present the pardon"
royal_pardon_a1_win,"The vault's ward accepts the seal — and swings wide."
royal_pardon_a1_lose,"The clerk screams fraud before the ward drops."
royal_pardon_a2_act,"Claim a ducal errand"
royal_pardon_a2_win,"You bluff the whole sealed wing open — secret rooms galore!"
royal_pardon_a2_lose,"The bluff collapses; every ward in the wing shrieks."
tavern_tales,"Around the merchant's fire, a traveling bard offers a tale for a tale. A good story could lift spirits before you descend."
tavern_tales_a0_act,"Recall an old legend"
tavern_tales_a0_win,"The bard nods — the party feels a familiar, steady resolve."
tavern_tales_a0_lose,"The bard has heard it before."
tavern_tales_a1_act,"Tell your own exploits"
tavern_tales_a1_win,"Your tale rouses the camp — the party sets out inspired."
tavern_tales_a1_lose,"The tale falls flat — polite silence."
mark_the_mark,"A sharper-eyed merchant's guard is running a side hustle. Reading him could win a tidy purse."
mark_the_mark_a0_act,"Watch his hands"
mark_the_mark_a0_win,"You spot the loaded game — a small, easy profit."
mark_the_mark_a0_lose,"His hands are too quick."
mark_the_mark_a1_act,"Read his hustle"
mark_the_mark_a1_win,"You play along just enough to clean him out."
mark_the_mark_a1_lose,"He reads you back — and lightens your purse."
locked_chest_trapped,"An iron-bound chest sits unopened, its lock tarnished but cunning. A trap mechanism glints in the keyhole."
locked_chest_trapped_a0_act,"Inspect for traps first"
locked_chest_trapped_a0_win,"You find and ease the trigger. The lock yields meekly."
locked_chest_trapped_a0_lose,"The mechanism is too well hidden — you resort to brute force."
locked_chest_trapped_a1_act,"Pick the lock"
locked_chest_trapped_a1_win,"Tumblers fall one by one — the lid swings open."
locked_chest_trapped_a1_lose,"A pin snaps with a sharp click! A dart fires."
locked_chest_trapped_a2_act,"Everyone pry it open"
locked_chest_trapped_a2_win,"Crowbars bite, the hinge screams — and the chest yields its hoard!"
locked_chest_trapped_a2_lose,"Springs and darts! Everyone ducks a heartbeat too late."
ancient_shrine,"A weathered shrine hums with old power. The correct rites might amplify its blessing before you rest."
ancient_shrine_a0_act,"Offer a quiet prayer"
ancient_shrine_a0_win,"The shrine warms — a ward settles over the party."
ancient_shrine_a0_lose,"The shrine stays cold. No heed."
ancient_shrine_a1_act,"Channel the resonance"
ancient_shrine_a1_win,"Arcane energy flows — the party is shielded."
ancient_shrine_a1_lose,"The energy disperses into the stone."
ancient_shrine_a2_act,"Invoke the old name aloud"
ancient_shrine_a2_win,"The shrine blazes! A powerful ward shields everyone."
ancient_shrine_a2_lose,"Blasphemy — the shrine recoils with a frightful roar."
whispers_at_the_threshold,"Before the final door, old carvings murmur of what waits beyond. A clever reading could reveal its weakness."
whispers_at_the_threshold_a0_act,"Recall what the carvings depict"
whispers_at_the_threshold_a0_win,"The tale names the foe — and where it falters."
whispers_at_the_threshold_a0_lose,"The script is too weathered to parse."
whispers_at_the_threshold_a1_act,"Read the binding runes"
whispers_at_the_threshold_a1_win,"The runes lay the boss's nature bare. It is marked."
whispers_at_the_threshold_a1_lose,"The runes are cold and uninformative."
whispers_at_the_threshold_a2_act,"Demand the truth"
whispers_at_the_threshold_a2_win,"The carvings blaze — the boss's weakness is laid open for all to see!"
whispers_at_the_threshold_a2_lose,"The carvings screech. Something stirs beyond the door."
